name_en	name_zh	address_en	address_zh	sub_district_en	sub_district_zh	district_en	district_zh	area_en	area_zh	x	y	lat	long
Siu Hang Tsuen Aqua Privy	小坑村旱廁	Siu Hang Tsuen, Fanling, NT	新界粉嶺小坑村	Fanling	粉嶺	North	北區	New Territories	新界	833206	841126	22.509778114	114.147114208
Toilet (Hok Tau Reservoir Barbecue Site No. 3, Hok Tau Reservoir Family Walk)	廁所 （鶴藪水塘燒烤場地3號；鶴藪水塘家樂徑）	Hok Tau Reservoir Barbecue Site No. 3, Hok Tau Reservoir Family Walk)	鶴藪水塘燒烤場地3號；鶴藪水塘家樂徑	Others	其他	Tai Po	大埔	New Territories	新界	836907	838947	22.49010351	114.183084101
Tan Chuk Hang Public Toilet	丹竹坑公廁	Tan Chuk Hang Lo Wai, Fanling, NT	新界粉嶺丹竹坑老圍	Fanling	粉嶺	North	北區	New Territories	新界	836159	841562	22.513718101	114.175814989
Toilet (Hok Tau Reservoir Family Walk Start Point)	廁所 （鶴藪水塘家樂徑 起點）	Hok Tau Reservoir Family Walk Start Point	鶴藪水塘家樂徑 起點	Others	其他	Tai Po	大埔	New Territories	新界	836723	839318	22.493453848	114.181296127
Toilet (Hung Mui Kuk Barbecue Site)	廁所 （紅梅谷燒烤場地）	Hung Mui Kuk Barbecue Site	紅梅谷燒烤場地	Others	其他	Sha Tin	沙田	New Territories	新界	836705.2874	824976	22.363938811	114.18112002
Toilet (Jat's Incline Morning Walkers Garden)	廁所 （扎山道晨運園地）	Jat's Incline Morning Walkers Garden	扎山道晨運園地	Others	其他	Wong Tai Sin	黃大仙	Kowloon	九龍	840607	821820	22.335432933	114.218993375
Toilet (Junction of Forest Tracks - Needle Hill Section and Reservoir Section)	廁所 （城門林道 - 針山段及水塘段交界）	Junction of Forest Tracks - Needle Hill Section and Reservoir Section	城門林道 - 針山段及水塘段交界	Others	其他	Tsuen Wan	荃灣	New Territories	新界	834028.707575	828115	22.392284242	114.155128571
Toilet (Junction of Pak Tam Road and MacLehose Trail - Section No. 2)	廁所 （北潭路及麥理浩徑 - 第二段 交界）	Junction of Pak Tam Road and MacLehose Trail - Section No. 2	北潭路及麥理浩徑 - 第二段交界	Others	其他	Tai Po	大埔	New Territories	新界	852285.8797	831378.486	22.421681652	114.33245692
Toilet (Junction of Tung Chung Road and Lantau Trail - Section No. 3)	廁所 （東涌道及鳳凰徑 - 第三段 交界）	Junction of Tung Chung Road and Lantau Trail - Section No. 3	東涌道及鳳凰徑 - 第三段 交界	Others	其他	Islands	離島	New Territories	新界	812167	812169	22.248115782	113.943069816
Toilet (Kau Ling Chung Catchwater Picnic Site No. 2)	廁所 （狗嶺涌引水道郊遊場地2號）	Kau Ling Chung Catchwater Picnic Site No. 2	狗嶺涌引水道郊遊場地2號	Others	其他	Islands	離島	New Territories	新界	804493	807834	22.208844191	113.868710399
Hung Leng Public Toilet	孔嶺公廁	Hung Leng Public Toilet, Fanling, NT	新界粉嶺孔嶺公廁	Fanling	粉嶺	North	北區	New Territories	新界	835333	841620	22.514241611	114.167786665
Toilet (Kowloon Baywash Reservoir Barbecue Site, Cheung Yuen Road)	廁所 （長源路 九龍副水塘燒烤場地）	Kowloon Baywash Reservoir Barbecue Site, Cheung Yuen Road	長源路 九龍副水塘燒烤場地	Others	其他	Sha Tin	沙田	New Territories	新界	833504	823247	22.348322824	114.15004154
Toilet (Kowloon Reservoir Barbecue Site No. 3, Tai Po Road)	廁所 （大埔道 九龍水塘燒烤場地3號）	Kowloon Reservoir Barbecue Site No. 3, Tai Po Road	大埔道 九龍水塘燒烤場地3號	Others	其他	Sha Tin	沙田	New Territories	新界	834139.6074	823804	22.353353749	114.156211257
Po Kak Tsai, Lau Shui Heung Public Toilet	流水響布格仔公廁	Po Kak Tsai Lau Shui Heung Public Toilet, Fanling, NT	新界粉嶺布格仔流水響公廁	Fanling	粉嶺	North	北區	New Territories	新界	834708	840294	22.502266866	114.16171327
Wing Ling Wai Public Toilet	永寧圍公廁	Wing Ning Wai Public Toilet, Fanling, NT	新界粉嶺永寧圍公廁	Fanling	粉嶺	North	北區	New Territories	新界	833517	840154	22.501001108	114.150138566
On Po Tsuen Public Toilet	安圃村公廁	On Po Tsuen Public Toilet, Fanling, NT	新界粉嶺安圃村公廁	Fanling	粉嶺	North	北區	New Territories	新界	830252	838900	22.489668611	114.118412131
Toilet (Lions Nature Education Centre - Cafeteria)	廁所 （獅子會自然教育中心 - 聰鳴茶座）	Lions Nature Education Centre	獅子會自然教育中心	Others	其他	Sai Kung	西貢	New Territories	新界	845102	826141	22.374436692	114.262650557
Toilet (Lions Nature Education Centre - Car Park)	廁所 （獅子會自然教育中心 - 停車場）	Lions Nature Education Centre	獅子會自然教育中心	Others	其他	Sai Kung	西貢	New Territories	新界	845366	826115	22.374200518	114.265213788
Toilet (Lions Nature Education Centre - Visitor Centre)	廁所 （獅子會自然教育中心 - 遊客中心）	Lions Nature Education Centre	獅子會自然教育中心	Others	其他	Sai Kung	西貢	New Territories	新界	845265.198375	826055.6316	22.373664922	114.264234695
Toilet (Long Ke Wan Campsite)	廁所 （浪茄灣營地）	Long Ke Wan Campsite	浪茄灣營地	Others	其他	Sai Kung	西貢	New Territories	新界	856742.50715	826133.20695	22.37426691	114.375676831
Toilet (Lung Fu Shan Country Park)	廁所 （龍虎山郊野公園）	Lung Fu Shan Country Park	龍虎山郊野公園	Pok Fu Lam	薄扶林	Southern	南區	Hong Kong	港島	831871.586	815273.554	22.27631443	114.134215974
Toilet (Lung Fu Shan Picnic Site No. 1, Pinewood Battery Heritage Trail)	廁所 （松林砲台歷史徑 龍虎山郊遊場地1號）	Lung Fu Shan Picnic Site No. 1, Pinewood Battery Heritage Trail	松林砲台歷史徑 龍虎山郊遊場地1號	Pok Fu Lam	薄扶林	Southern	南區	Hong Kong	港島	832099	815371	22.277194993	114.136422317
Toilet (Lung Mun Country Trail Start Point, Chuen Lung)	廁所 （川龍 龍門郊遊徑 起點）	Lung Mun Country Trail Start Point, Chuen Lung	川龍 龍門郊遊徑 起點	Others	其他	Tsuen Wan	荃灣	New Territories	新界	830187	827898	22.390315311	114.117822513
Toilet (Ma On Shan Barbecue Site)	廁所 （馬鞍山燒烤場地）	Ma On Shan Barbecue Site	馬鞍山燒烤場地	Ma On Shan	馬鞍山	Sha Tin	沙田	New Territories	新界	842516	829893	22.408330531	114.237555792
Toilet (MacLehose Trail - Section No. 10, Tin Fu Tsai)	廁所（田夫仔 麥理浩徑 - 第十段）	MacLehose Trail - Section No. 10, Tin Fu Tsai	田夫仔 麥理浩徑 - 第十段	Others	其他	Tuen Mun	屯門	New Territories	新界	824311.744625	828308.116625	22.393987988	114.060765602
Toilet (Man Cheung Po Campsite)	廁所 （萬丈布營地）	Man Cheung Po Campsite	萬丈布營地	Others	其他	Islands	離島	New Territories	新界	804246	810249	22.230648467	113.866266933
Toilet (Mount Parker Road Barbecue Site 1; Mount Parker Road)	廁所 （柏架山道燒烤場地1號；柏架山道）	Mount Parker Road Barbecue Site 1; Mount Parker Road	柏架山道燒烤場地1號；柏架山道	Quarry Bay	鰂魚涌	Eastern	東區	Hong Kong	港島	839621	815453	22.277937264	114.209408858
Toilet (Mount Parker Road Barbecue Site 4; Quarry Gap (Tai Fung Au))	廁所 （柏架山道燒烤場地4號；大風坳）	Mount Parker Road Barbecue Site 4; Quarry Gap (Tai Fung Au)	柏架山道燒烤場地4號；大風坳	Quarry Bay	鰂魚涌	Eastern	東區	Hong Kong	港島	840052	814237	22.266955107	114.213588026
Toilet (Mui Wo Mountain Bike Practice Ground)	廁所（梅窩越野單車練習場）	Mui Wo Mountain Bike Practice Ground	梅窩越野單車練習場	Lantau Island	大嶼山	Islands	離島	New Territories	新界	818017	813306	22.258455304	113.999807692
Toilet (Nai Chung Barbecue Site)	廁所 （泥涌燒烤場地）	Nai Chung Barbecue Site	泥涌燒烤場地	Others	其他	Tai Po	大埔	New Territories	新界	844667.605025	832280	22.429877074	114.258465049
Toilet (Nam Shan Barbecue Site No. 1, Nam Shan Tree Walk Start Point)	廁所 （南山燒烤場地1號；南山樹木研習徑 起點）	Nam Shan Barbecue Site No. 1, Nam Shan Tree Walk Start Point	南山燒烤場地1號；南山樹木研習徑 起點	Others	其他	Islands	離島	New Territories	新界	816844	813068	22.256293222	113.98843046
Toilet (Nam Shan Campsite, South Lantau Road)	廁所 （南大嶼路 南山營地）	Nam Shan Campsite, South Lantau Road	南大嶼路 南山營地	Others	其他	Islands	離島	New Territories	新界	816588	812767	22.253572109	113.985950546
Toilet (Near Chung Mei Barbecue Site)	廁所（近涌美燒烤場地）	Near Chung Mei Barbecue Site	近涌美燒烤場地	Others	其他	Tai Po	大埔	New Territories	新界	842876	839483	22.494931118	114.24109205
Toilet (Near Eagle's Nest Nature Trail, Lung Yan Road)	廁所 （龍欣道 近鷹巢山自然教育徑）	Near Eagle's Nest Nature Trail, Lung Yan Road	龍欣道 近鷹巢山自然教育徑	Others	其他	Sha Tin	沙田	New Territories	新界	835005.7389	823335.670275	22.349125322	114.164620306
Toilet (Near Hong Kong Parkview; Tai Tam Reservoir Road)	廁所 （近陽明山莊；大潭水塘道）	Near Hong Kong Parkview; Tai Tam Reservoir Road	近陽明山莊；大潭水塘道	Quarry Bay	鰂魚涌	Eastern	東區	Hong Kong	港島	838473	813268	22.258207145	114.198266687
Toilet (Near Morning Walker Garden, Pok Fu Lam Country Park)	廁所 （近薄扶林郊野公園 晨運園地）	Near Morning Walker Garden, Pok Fu Lam Country Park	近薄扶林郊野公園 晨運園地	Pok Fu Lam	薄扶林	Southern	南區	Hong Kong	港島	831719	815299	22.276543828	114.132735362
Toilet (Near Peak Trail - Pinewood Battery Section)	廁所 （近爐峰自然步道 - 松林砲台段）	Near Peak Trail - Pinewood Battery Section	近爐峰自然步道 - 松林砲台段	Pok Fu Lam	薄扶林	Southern	南區	Hong Kong	港島	831979	815624	22.279479451	114.135257276
Toilet (Near Sham Tseng Picnic Site No. 7, So Kwun Wat)	廁所（掃管笏 近深井郊遊場地7號）	Near Sham Tseng Picnic Site No. 7, So Kwun Wat	掃管笏 近深井郊遊場7號	So Kwun Wat	掃管笏	Tuen Mun	屯門	New Territories	新界	817522.6443	826558.828025	22.378130324	113.99485651
Toilet (Near Shek Kong Barbecue Area Site 6)	廁所（近石崗燒烤場地6號）	Near Shek Kong Barbecue Area Site 6	近石崗燒烤場地6號	Others	其他	Yuen Long	元朗	New Territories	新界	827804	831423	22.422137684	114.094662786
Toilet (Near Tai Tam Gap Correctional Institution, Hong Kong Trail - Section No. 8)	廁所 （港島徑 - 第八段 近大潭峽懲教所）	Near Tai Tam Gap Correctional Institution, Hong Kong Trail - Section No. 8	港島徑 - 第八段 近大潭峽懲教所	Tai Tam	大潭	Southern	南區	Hong Kong	港島	841931	812927	22.2551198	114.23181411
Pak Wo Road Playground Toilet	百和路遊樂場廁所	Pak Wo Road Playground Toilet, Fanling, NT	新界粉嶺百和路遊樂場廁所	Fanling	粉嶺	North	北區	New Territories	新界	831765	839241	22.492752637	114.133114189
Toilet (Near to Aberdeen)	廁所（香港仔附近）	Aberdeen, HK	香港香港仔	Aberdeen	香港仔	Southern	南區	Hong Kong	港島	834415.557	812260.942	22.249113166	114.158903569
Toilet (Near to Aberdeen)	廁所（香港仔附近）	Aberdeen, HK	香港香港仔	Aberdeen	香港仔	Southern	南區	Hong Kong	港島	834347.245	812038.084	22.247100534	114.158241131
Toilet (Near to Aberdeen)	廁所（香港仔附近）	Aberdeen, HK	香港香港仔	Aberdeen	香港仔	Southern	南區	Hong Kong	港島	833836	812102	22.247677095	114.153281458
Toilet (Near to Aberdeen)	廁所（香港仔附近）	Toilet, Aberdeen, HK	香港香港仔廁所	Aberdeen	香港仔	Southern	南區	Hong Kong	港島	833148	812299	22.249455034	114.146606776
Lo Wai Public Toilet	老圍公廁	Lo Wai Public Toilet, Fanling, NT	新界粉嶺老圍公廁	Fanling	粉嶺	North	北區	New Territories	新界	833717	839788	22.497696295	114.152082872
Toilet (Near to Argyle Street Playground)	廁所（亞皆老街遊樂場附近）	Argyle Street Playground, Kowloon City, KLN	九龍九龍城亞皆老街遊樂場	Kowloon City	九龍城	Kowloon City	九龍城	Kowloon	九龍	837514	820843	22.326615085	114.188968622
Toilet (Near to Braemar Hill, North Point)	廁所（北角寶馬山附近）	Braemar Hill, North Point, HK	香港北角寶馬山	North Point	北角	Eastern	東區	Hong Kong	港島	838581	816121	22.28397144	114.199318594
Toilet (Near to Braemar Hill, North Point)	廁所（北角寶馬山附近）	Toilet, Braemar Hill, North Point, HK	香港北角寶馬山廁所	North Point	北角	Eastern	東區	Hong Kong	港島	838760	816440	22.286851962	114.201056021
Toilet (Near to Cape Collinson Crematorium)	廁所（歌連臣角火葬場附近）	Cape Collinson Crematorium, Chai Wan, HK	香港柴灣歌連臣角火葬場	Chai Wan 	柴灣	Eastern	東區	Hong Kong	港島	841626	813184	22.257441654	114.228856002
Toilet (Near to Cape Collinson Crematorium)	廁所（歌連臣角火葬場附近）	Cape Collinson Crematorium, Chai Wan, HK	香港柴灣歌連臣角火葬場	Chai Wan 	柴灣	Eastern	東區	Hong Kong	港島	841696	813150	22.257134393	114.229535005
Toilet (Near to Cattle Depot Artist Village)	廁所（牛棚藝術村附近）	Cattle Depot Artist Village, To Kwa Wan, KLN	九龍土瓜灣牛棚藝術村	To Kwa Wan	土瓜灣	Kowloon City	九龍城	Kowloon	九龍	837814	820208	22.320880416	114.191879947
Toilet (Near to Causeway Bay)	廁所（銅鑼灣附近）	Tin Hau Temple Garden, Causeway Bay, HK	香港銅鑼灣天后廟花園	Causeway Bay	銅鑼灣	Wan Chai	灣仔	Hong Kong	港島	837875	815924	22.28219321	114.19246771
Toilet (Near to Causeway Bay)	廁所（銅鑼灣附近）	Toilet, Causeway Bay, HK	香港銅鑼灣廁所	Causeway Bay	銅鑼灣	Wan Chai	灣仔	Hong Kong	港島	837686	815773	22.28082975	114.190633634
Toilet (Near to Central District)	廁所（中環附近）	Central District, HK	香港中環	Central	中環	Central & Western	中西區	Hong Kong	港島	835237.07	815538.259	22.278710171	114.16687107
Toilet (Near to Central District)	廁所（中環附近）	Central District, HK	香港中環	Central	中環	Central & Western	中西區	Hong Kong	港島	834927	815335	22.276874399	114.163862581
Toilet (Near to Central District)	廁所（中環附近）	Central District, HK	香港中環	Central	中環	Central & Western	中西區	Hong Kong	港島	834708	815764	22.28074836	114.161737201
Toilet (Near to Central District)	廁所（中環附近）	Central District, HK	香港中環	Central	中環	Central & Western	中西區	Hong Kong	港島	834860	816146	22.284198193	114.163211769
Toilet (Near to Central District)	廁所（中環附近）	Central District, HK	香港中環	Central	中環	Central & Western	中西區	Hong Kong	港島	835285	815971	22.282618126	114.167335879
Toilet (Near to Central District)	廁所（中環附近）	Toilet, Central District, HK	香港中環廁所	Central	中環	Central & Western	中西區	Hong Kong	港島	833691	815951	22.282435872	114.151868647
Toilet (Near to Chai Wan Park)	廁所（柴灣公園附近）	Chai Wan Park, Chai Wan, HK	香港柴灣柴灣公園	Chai Wan 	柴灣	Eastern	東區	Hong Kong	港島	842603	814284	22.267372061	114.238338891
Toilet (Near to Chai Wan)	廁所（柴灣附近）	Chai Wan, HK	香港柴灣	Chai Wan 	柴灣	Eastern	東區	Hong Kong	港島	842662	814540	22.269683688	114.238912351
Toilet (Near to Chai Wan)	廁所（柴灣附近）	Chai Wan, HK	香港柴灣	Chai Wan 	柴灣	Eastern	東區	Hong Kong	港島	842229	813303	22.258514324	114.234706561
Toilet (Near to Chai Wan)	廁所（柴灣附近）	Chai Wan, HK	香港柴灣	Chai Wan 	柴灣	Eastern	東區	Hong Kong	港島	843381	813536	22.260614101	114.245884021
Toilet (Near to Chai Wan)	廁所（柴灣附近）	Heng Fa Chuen Playground, Chai Wan, HK	香港柴灣杏花邨遊樂場	Chai Wan 	柴灣	Eastern	東區	Hong Kong	港島	842990	815080	22.274558987	114.242097043
Toilet (Near to Chai Wan)	廁所（柴灣附近）	Toilet, Chai Wan, HK	香港柴灣廁所	Chai Wan 	柴灣	Eastern	東區	Hong Kong	港島	842361	813877	22.263697458	114.235989372
Toilet (Near to Chai Wan)	廁所（柴灣附近）	Toilet, Chai Wan, HK	香港柴灣廁所	Chai Wan 	柴灣	Eastern	東區	Hong Kong	港島	842359	813884	22.26376068	114.235969995
Toilet (Near to Chek Lap Kok)	廁所（赤鱲角附近）	Chek Lap Kok, NT	新界赤鱲角	Lantau Island	大嶼山	Islands	離島	New Territories	新界	811440	819955	22.318417376	113.935896772
Toilet (Near to Chek Lap Kok)	廁所（赤鱲角附近）	Chek Lap Kok, NT	新界赤鱲角	Lantau Island	大嶼山	Islands	離島	New Territories	新界	810871	817787	22.298830905	113.930408521
Toilet (Near to Cheung Chau)	廁所（長洲附近）	Cheung Chau Sports Ground, Cheung Chau, NT	新界長洲長洲運動場	Cheung Chau	長洲	Islands	離島	New Territories	新界	821501.062	807467.526	22.205763324	114.033662653
Toilet (Near to Cheung Chau)	廁所（長洲附近）	Cheung Chau, NT	新界長洲	Cheung Chau	長洲	Islands	離島	New Territories	新界	820910	808189	22.212273587	114.027923599
Toilet (Near to Cheung Chau)	廁所（長洲附近）	Cheung Chau, NT	新界長洲	Cheung Chau	長洲	Islands	離島	New Territories	新界	821540	807623	22.207167694	114.034038858
Toilet (Near to Cheung Chau)	廁所（長洲附近）	Cheung Chau, NT	新界長洲	Cheung Chau	長洲	Islands	離島	New Territories	新界	821428.783	807214.536	22.203478032	114.032964012
Toilet (Near to Cheung Sha Wan)	廁所（長沙灣附近）	Cheung Sha Wan, KLN	九龍長沙灣	Cheung Sha Wan	長沙灣	Sham Shui Po	深水埗	Kowloon	九龍	833728	821901	22.336168025	114.152218259
Toilet (Near to Cheung Sha Wan)	廁所（長沙灣附近）	Cheung Sha Wan, KLN	九龍長沙灣	Cheung Sha Wan	長沙灣	Sham Shui Po	深水埗	Kowloon	九龍	834566	821947	22.336584463	114.160352784
Toilet (Near to Cheung Sha Wan)	廁所（長沙灣附近）	Lotus House, Cheung Sha Wan, KLN	九龍長沙灣荷花樓	Cheung Sha Wan	長沙灣	Sham Shui Po	深水埗	Kowloon	九龍	834180.688	822476.084	22.34136197	114.15661181
Toilet (Near to Cheung Sha Wan)	廁所（長沙灣附近）	Po On Road Playground Activity Room, Cheung Sha Wan, KLN	九龍長沙灣保安道遊樂場活動室	Cheung Sha Wan	長沙灣	Sham Shui Po	深水埗	Kowloon	九龍	834273	822258	22.339392657	114.157508199
